工资ID,员工ID,本月工时,本月时薪,本月销售额度,本月销售提成比例,本月销售提成额度,本月项目补助,本月住房补助,本月交通补助,本月通讯补助,本月伙食补助,本月高温补助,本月取暖补助,本月其他补助,本月单位养老保险金额,本月个人养老保险金额,本月单位医疗保险金额,本月个人医疗保险金额,本月单位失业保险金额,本月个人失业保险金额,本月单位工伤保险金额,本月单位生育保险金额,本月单位公积金金额,本月个人住房公积金金额,本月工资日期,本月工资金额,本月总投入金额,创建日期,备注
7599,9513,145.0,80,79261.0,0.03,0.03,500,1500,500,500,1000,500,500,0,2320.0,928.0,1044.0,232.0,232.0,116.0,116.0,1044.0,1392.0,1392.0,2025-08-03,13977.83,21401.83,2025-08-07 08:49:29,出来不会成为功能位置.
7600,9514,164.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1640.0,656.0,738.0,164.0,164.0,82.0,82.0,738.0,984.0,984.0,2025-08-02,8200.0,13448.0,2025-08-09 17:15:37,
7601,9517,147.0,50,41945.0,0.03,0.03,500,1500,500,500,1000,500,500,0,1470.0,588.0,662.0,147.0,147.0,74.0,74.0,662.0,882.0,882.0,2025-08-05,8608.35,13314.35,2025-08-03 10:56:45,
7602,9518,154.0,200,66578.0,0.03,0.03,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-13,32797.34,51997.34,2025-08-01 20:38:15,喜欢名称控制标准.
7603,9519,142.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2272.0,909.0,1022.0,227.0,227.0,114.0,114.0,1022.0,1363.0,1363.0,2025-08-01,11360.0,18630.0,2025-08-09 06:06:16,
7604,9520,198.0,150,162029.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5940.0,2376.0,2673.0,594.0,594.0,297.0,297.0,2673.0,3564.0,3564.0,2025-08-10,34560.87,53568.87,2025-08-12 00:47:41,
7605,9522,169.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-05,33800.0,53000.0,2025-08-06 16:23:00,
7606,9523,156.0,150,95059.0,0.03,0.03,500,1500,500,500,1000,500,500,0,4680.0,1872.0,2106.0,468.0,468.0,234.0,234.0,2106.0,2808.0,2808.0,2025-08-05,26251.77,41227.770000000004,2025-08-10 00:17:51,
7607,9524,142.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,2840.0,1136.0,1278.0,284.0,284.0,142.0,142.0,1278.0,1704.0,1704.0,2025-08-01,14200.0,23288.0,2025-08-04 04:55:20,登录国际日本怎么成为自己.
7608,9525,167.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-08,33400.0,52600.0,2025-08-07 23:07:45,
7609,9526,163.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2608.0,1043.0,1174.0,261.0,261.0,130.0,130.0,1174.0,1565.0,1565.0,2025-08-11,13040.0,21386.0,2025-08-09 04:01:43,人员主要实现学生由于质量最后地方.
7610,9527,140.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1400.0,560.0,630.0,140.0,140.0,70.0,70.0,630.0,840.0,840.0,2025-08-09,7000.0,11480.0,2025-08-14 16:56:14,
7611,9529,154.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3080.0,1232.0,1386.0,308.0,308.0,154.0,154.0,1386.0,1848.0,1848.0,2025-08-06,15400.0,25256.0,2025-08-07 02:59:59,
7612,9531,158.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1580.0,632.0,711.0,158.0,158.0,79.0,79.0,711.0,948.0,948.0,2025-08-09,7900.0,12956.0,2025-08-04 01:06:17,
7613,9533,170.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-03,34000.0,53200.0,2025-08-10 20:53:10,全国组织可是这里国内现在.
7614,9534,156.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-10,31200.0,50400.0,2025-08-11 23:35:07,单位游戏可是不断.
7615,9536,198.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1980.0,792.0,891.0,198.0,198.0,99.0,99.0,891.0,1188.0,1188.0,2025-08-03,9900.0,16236.0,2025-08-14 17:01:32,研究虽然朋友注意业务.
7616,9537,139.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,2780.0,1112.0,1251.0,278.0,278.0,139.0,139.0,1251.0,1668.0,1668.0,2025-08-06,13900.0,22796.0,2025-08-08 17:21:45,
7617,9538,166.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2656.0,1062.0,1195.0,266.0,266.0,133.0,133.0,1195.0,1594.0,1594.0,2025-08-07,13280.0,21780.0,2025-08-01 12:38:38,因此手机您的以下注意.
7618,9539,138.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1380.0,552.0,621.0,138.0,138.0,69.0,69.0,621.0,828.0,828.0,2025-08-01,6900.0,11316.0,2025-08-06 05:07:58,
7619,9540,141.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5640.0,2256.0,2538.0,564.0,564.0,282.0,282.0,2538.0,3384.0,3384.0,2025-08-06,28200.0,46248.0,2025-08-01 10:11:55,
7620,9541,158.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2528.0,1011.0,1138.0,253.0,253.0,126.0,126.0,1138.0,1517.0,1517.0,2025-08-04,12640.0,20730.0,2025-08-06 18:56:03,
7621,9542,151.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4530.0,1812.0,2038.0,453.0,453.0,226.0,226.0,2038.0,2718.0,2718.0,2025-08-10,22650.0,37144.0,2025-08-08 06:41:59,规定正在社区欢迎.
7622,9544,149.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2384.0,954.0,1073.0,238.0,238.0,119.0,119.0,1073.0,1430.0,1430.0,2025-08-03,11920.0,19548.0,2025-08-14 01:21:25,准备质量首页介绍地址.
7623,9545,166.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2656.0,1062.0,1195.0,266.0,266.0,133.0,133.0,1195.0,1594.0,1594.0,2025-08-05,13280.0,21780.0,2025-08-06 13:31:14,原因没有所以回复.
7624,9546,154.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2464.0,986.0,1109.0,246.0,246.0,123.0,123.0,1109.0,1478.0,1478.0,2025-08-10,12320.0,20204.0,2025-08-09 13:39:19,其中音乐经验任何这个.
7625,9547,143.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5720.0,2288.0,2574.0,572.0,572.0,286.0,286.0,2574.0,3432.0,3432.0,2025-08-10,28600.0,46904.0,2025-08-10 05:17:34,大小标准起来看到选择.
7626,9548,147.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2352.0,941.0,1058.0,235.0,235.0,118.0,118.0,1058.0,1411.0,1411.0,2025-08-11,11760.0,19286.0,2025-08-13 05:14:28,
7627,9550,167.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1670.0,668.0,752.0,167.0,167.0,84.0,84.0,752.0,1002.0,1002.0,2025-08-01,8350.0,13696.0,2025-08-06 10:08:33,
7628,9551,170.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-11,34000.0,53200.0,2025-08-07 21:35:37,
7629,9552,153.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-04,30600.0,49800.0,2025-08-02 16:07:32,一般会员开发你的发生之间价格.
7630,9553,195.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5850.0,2340.0,2632.0,585.0,585.0,292.0,292.0,2632.0,3510.0,3510.0,2025-08-07,29250.0,47968.0,2025-08-14 07:37:29,更多运行需要那个发生.
7631,9554,170.0,150,163674.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5100.0,2040.0,2295.0,510.0,510.0,255.0,255.0,2295.0,3060.0,3060.0,2025-08-12,30410.22,46730.22,2025-08-10 06:12:04,
7632,9555,173.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2768.0,1107.0,1246.0,277.0,277.0,138.0,138.0,1246.0,1661.0,1661.0,2025-08-03,13840.0,22698.0,2025-08-02 16:38:31,
7633,9556,174.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-06,34800.0,54000.0,2025-08-04 00:30:42,
7634,9558,170.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5100.0,2040.0,2295.0,510.0,510.0,255.0,255.0,2295.0,3060.0,3060.0,2025-08-05,25500.0,41820.0,2025-08-05 23:47:05,设计控制一定经验一次文件更多.
7635,9559,165.0,80,239567.0,0.03,0.03,500,1500,500,500,1000,500,500,0,2640.0,1056.0,1188.0,264.0,264.0,132.0,132.0,1188.0,1584.0,1584.0,2025-08-10,20387.01,28835.01,2025-08-05 02:49:17,解决市场没有大小业务新闻主要.
7636,9560,140.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2240.0,896.0,1008.0,224.0,224.0,112.0,112.0,1008.0,1344.0,1344.0,2025-08-03,11200.0,18368.0,2025-08-01 18:24:11,
7637,9561,167.0,225.0,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-07,37575.0,56775.0,2025-08-05 21:28:03,
7638,9562,158.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1580.0,632.0,711.0,158.0,158.0,79.0,79.0,711.0,948.0,948.0,2025-08-01,7900.0,12956.0,2025-08-07 01:37:03,
7639,9564,169.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1690.0,676.0,760.0,169.0,169.0,84.0,84.0,760.0,1014.0,1014.0,2025-08-10,8450.0,13856.0,2025-08-10 15:18:16,发展搜索主题责任对于.
7640,9566,187.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1870.0,748.0,842.0,187.0,187.0,94.0,94.0,842.0,1122.0,1122.0,2025-08-07,9350.0,15336.0,2025-08-01 00:55:17,这些部分如此要求工作能力.
7641,9567,172.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5160.0,2064.0,2322.0,516.0,516.0,258.0,258.0,2322.0,3096.0,3096.0,2025-08-03,25800.0,42312.0,2025-08-13 19:53:30,
7642,9568,160.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1600.0,640.0,720.0,160.0,160.0,80.0,80.0,720.0,960.0,960.0,2025-08-13,8000.0,13120.0,2025-08-07 23:19:21,
7643,9571,147.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5880.0,2352.0,2646.0,588.0,588.0,294.0,294.0,2646.0,3528.0,3528.0,2025-08-04,29400.0,48216.0,2025-08-09 13:34:08,
7644,9572,141.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,2820.0,1128.0,1269.0,282.0,282.0,141.0,141.0,1269.0,1692.0,1692.0,2025-08-07,14100.0,23124.0,2025-08-06 16:14:01,留言网站等级.
7645,9573,193.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-07,38600.0,57800.0,2025-08-01 16:30:22,
7646,9574,196.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,3136.0,1254.0,1411.0,314.0,314.0,157.0,157.0,1411.0,1882.0,1882.0,2025-08-07,15680.0,25716.0,2025-08-07 21:50:00,
7647,9575,186.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1860.0,744.0,837.0,186.0,186.0,93.0,93.0,837.0,1116.0,1116.0,2025-08-12,9300.0,15252.0,2025-08-12 03:43:29,
7648,9576,141.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,2820.0,1128.0,1269.0,282.0,282.0,141.0,141.0,1269.0,1692.0,1692.0,2025-08-02,14100.0,23124.0,2025-08-01 04:25:59,
7649,9577,161.0,150,135273.0,0.03,0.03,500,1500,500,500,1000,500,500,0,4830.0,1932.0,2174.0,483.0,483.0,242.0,242.0,2174.0,2898.0,2898.0,2025-08-11,28208.19,43666.19,2025-08-14 11:55:08,
7650,9581,159.0,200,296786.0,0.03,0.03,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-04,40703.58,59903.58,2025-08-09 23:03:26,
7651,9582,181.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3620.0,1448.0,1629.0,362.0,362.0,181.0,181.0,1629.0,2172.0,2172.0,2025-08-12,18100.0,29684.0,2025-08-12 22:27:29,
7652,9583,156.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4680.0,1872.0,2106.0,468.0,468.0,234.0,234.0,2106.0,2808.0,2808.0,2025-08-05,23400.0,38376.0,2025-08-06 01:53:44,文章到了原因可能美国研究显示.
7653,9585,192.0,80,204752.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3072.0,1229.0,1382.0,307.0,307.0,154.0,154.0,1382.0,1843.0,1843.0,2025-08-10,21502.559999999998,31332.559999999998,2025-08-10 19:34:03,
7654,9586,140.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2240.0,896.0,1008.0,224.0,224.0,112.0,112.0,1008.0,1344.0,1344.0,2025-08-13,11200.0,18368.0,2025-08-14 13:18:49,自己国内比较密码安全深圳.
7655,9587,180.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2880.0,1152.0,1296.0,288.0,288.0,144.0,144.0,1296.0,1728.0,1728.0,2025-08-11,14400.0,23616.0,2025-08-12 13:25:07,工程电脑其中女人搜索类别.
7656,9588,146.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,2920.0,1168.0,1314.0,292.0,292.0,146.0,146.0,1314.0,1752.0,1752.0,2025-08-01,14600.0,23944.0,2025-08-09 17:47:03,非常今年深圳可能增加价格.
7657,9589,188.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,3008.0,1203.0,1354.0,301.0,301.0,150.0,150.0,1354.0,1805.0,1805.0,2025-08-01,15040.0,24666.0,2025-08-12 21:52:55,
7658,9590,175.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5250.0,2100.0,2362.0,525.0,525.0,262.0,262.0,2362.0,3150.0,3150.0,2025-08-09,26250.0,43048.0,2025-08-13 03:47:35,
7659,9591,165.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-10,33000.0,52200.0,2025-08-02 18:42:31,东西设备美国在线科技.
7660,9592,163.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-03,32600.0,51800.0,2025-08-06 00:34:50,
7661,9593,194.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,3104.0,1242.0,1397.0,310.0,310.0,155.0,155.0,1397.0,1862.0,1862.0,2025-08-13,15520.0,25452.0,2025-08-04 14:11:27,内容建设显示或者.
7662,9594,166.0,150,288865.0,0.03,0.03,500,1500,500,500,1000,500,500,0,4980.0,1992.0,2241.0,498.0,498.0,249.0,249.0,2241.0,2988.0,2988.0,2025-08-02,33565.95,49501.95,2025-08-13 21:21:29,
7663,9595,163.0,100,183174.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3260.0,1304.0,1467.0,326.0,326.0,163.0,163.0,1467.0,1956.0,1956.0,2025-08-04,21795.22,32227.22,2025-08-12 20:03:20,
7664,9596,182.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-08,36400.0,55600.0,2025-08-06 12:23:53,怎么世界商品控制.
7665,9597,161.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4830.0,1932.0,2174.0,483.0,483.0,242.0,242.0,2174.0,2898.0,2898.0,2025-08-06,24150.0,39608.0,2025-08-03 16:05:41,
7666,9598,141.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2256.0,902.0,1015.0,226.0,226.0,113.0,113.0,1015.0,1354.0,1354.0,2025-08-07,11280.0,18500.0,2025-08-13 07:09:44,
7667,9599,191.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1910.0,764.0,860.0,191.0,191.0,96.0,96.0,860.0,1146.0,1146.0,2025-08-05,9550.0,15664.0,2025-08-11 21:08:00,
7668,9601,184.0,150,48870.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5520.0,2208.0,2484.0,552.0,552.0,276.0,276.0,2484.0,3312.0,3312.0,2025-08-07,29066.1,46730.1,2025-08-03 08:00:34,
7669,9602,142.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5680.0,2272.0,2556.0,568.0,568.0,284.0,284.0,2556.0,3408.0,3408.0,2025-08-10,28400.0,46576.0,2025-08-01 06:19:02,过程能够工程大家位置.
7670,9603,154.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2464.0,986.0,1109.0,246.0,246.0,123.0,123.0,1109.0,1478.0,1478.0,2025-08-08,12320.0,20204.0,2025-08-04 14:06:13,文件上海注意电影学生.
7671,9605,164.0,50,193546.0,0.03,0.03,500,1500,500,500,1000,500,500,0,1640.0,656.0,738.0,164.0,164.0,82.0,82.0,738.0,984.0,984.0,2025-08-10,14006.380000000001,19254.38,2025-08-03 05:40:11,联系提高同时也是能够.
7672,9606,169.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1690.0,676.0,760.0,169.0,169.0,84.0,84.0,760.0,1014.0,1014.0,2025-08-06,8450.0,13856.0,2025-08-02 00:32:26,图片国际政府中文.
7673,9607,159.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-11,31800.0,51000.0,2025-08-07 15:01:06,由于准备都是过程一直出来工作.
7674,9608,188.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5640.0,2256.0,2538.0,564.0,564.0,282.0,282.0,2538.0,3384.0,3384.0,2025-08-07,28200.0,46248.0,2025-08-12 02:55:28,
7675,9609,172.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-12,34400.0,53600.0,2025-08-08 21:59:47,是一拥有这里直接情况没有.
7676,9610,189.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-01,37800.0,57000.0,2025-08-07 23:06:26,
7677,9611,191.0,100,28440.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3820.0,1528.0,1719.0,382.0,382.0,191.0,191.0,1719.0,2292.0,2292.0,2025-08-02,19953.2,32177.2,2025-08-09 11:27:28,关系系列一切或者为什为了制作发表.
7678,9612,194.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,3104.0,1242.0,1397.0,310.0,310.0,155.0,155.0,1397.0,1862.0,1862.0,2025-08-09,15520.0,25452.0,2025-08-05 23:25:03,得到电话因此男人规定可以.
7679,9615,167.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3340.0,1336.0,1503.0,334.0,334.0,167.0,167.0,1503.0,2004.0,2004.0,2025-08-02,16700.0,27388.0,2025-08-14 16:35:59,
7680,9617,159.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-12,31800.0,51000.0,2025-08-11 21:51:54,继续一切当然作品方法.
7681,9619,173.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2768.0,1107.0,1246.0,277.0,277.0,138.0,138.0,1246.0,1661.0,1661.0,2025-08-02,13840.0,22698.0,2025-08-04 00:10:27,这种方法的人其中名称.
7682,9620,169.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-12,33800.0,53000.0,2025-08-13 03:26:59,
7683,9621,184.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2944.0,1178.0,1325.0,294.0,294.0,147.0,147.0,1325.0,1766.0,1766.0,2025-08-06,14720.0,24140.0,2025-08-11 17:59:09,
7684,9622,158.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3160.0,1264.0,1422.0,316.0,316.0,158.0,158.0,1422.0,1896.0,1896.0,2025-08-07,15800.0,25912.0,2025-08-12 20:18:04,
7685,9623,178.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3560.0,1424.0,1602.0,356.0,356.0,178.0,178.0,1602.0,2136.0,2136.0,2025-08-06,17800.0,29192.0,2025-08-07 19:59:14,
7686,9624,168.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-01,33600.0,52800.0,2025-08-14 11:46:17,
7687,9625,183.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1830.0,732.0,824.0,183.0,183.0,92.0,92.0,824.0,1098.0,1098.0,2025-08-04,9150.0,15008.0,2025-08-01 03:08:23,
7688,9627,189.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-07,37800.0,57000.0,2025-08-06 11:45:16,特别成功出现使用起来中文.
7689,9628,140.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5600.0,2240.0,2520.0,560.0,560.0,280.0,280.0,2520.0,3360.0,3360.0,2025-08-05,28000.0,45920.0,2025-08-05 03:07:21,数据的是标准电话这个记者.
7690,9629,155.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1550.0,620.0,698.0,155.0,155.0,78.0,78.0,698.0,930.0,930.0,2025-08-03,7750.0,12712.0,2025-08-02 17:36:45,帮助公司服务已经.
7691,9631,168.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5040.0,2016.0,2268.0,504.0,504.0,252.0,252.0,2268.0,3024.0,3024.0,2025-08-05,25200.0,41328.0,2025-08-12 11:24:46,
7692,9633,180.0,80,217703.0,0.03,0.03,500,1500,500,500,1000,500,500,0,2880.0,1152.0,1296.0,288.0,288.0,144.0,144.0,1296.0,1728.0,1728.0,2025-08-10,20931.09,30147.09,2025-08-10 01:48:48,
7693,9635,184.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2944.0,1178.0,1325.0,294.0,294.0,147.0,147.0,1325.0,1766.0,1766.0,2025-08-07,14720.0,24140.0,2025-08-10 01:23:51,数据空间政府手机的话解决拥有.
7694,9637,196.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,3136.0,1254.0,1411.0,314.0,314.0,157.0,157.0,1411.0,1882.0,1882.0,2025-08-02,15680.0,25716.0,2025-08-05 20:27:20,
7695,9638,155.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1550.0,620.0,698.0,155.0,155.0,78.0,78.0,698.0,930.0,930.0,2025-08-10,7750.0,12712.0,2025-08-13 18:23:23,
7696,9639,163.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4890.0,1956.0,2200.0,489.0,489.0,244.0,244.0,2200.0,2934.0,2934.0,2025-08-09,24450.0,40096.0,2025-08-07 05:34:40,上海大家的话为了城市更新.
7697,9640,140.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1400.0,560.0,630.0,140.0,140.0,70.0,70.0,630.0,840.0,840.0,2025-08-01,7000.0,11480.0,2025-08-04 11:10:45,
7698,9641,139.0,100,34477.0,0.03,0.03,500,1500,500,500,1000,500,500,0,2780.0,1112.0,1251.0,278.0,278.0,139.0,139.0,1251.0,1668.0,1668.0,2025-08-10,14934.31,23830.309999999998,2025-08-04 07:54:54,
7699,9643,189.0,150,129733.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5670.0,2268.0,2552.0,567.0,567.0,284.0,284.0,2552.0,3402.0,3402.0,2025-08-08,32241.989999999998,50387.99,2025-08-12 04:31:12,
7700,9644,178.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3560.0,1424.0,1602.0,356.0,356.0,178.0,178.0,1602.0,2136.0,2136.0,2025-08-12,17800.0,29192.0,2025-08-02 13:03:15,
7701,9645,195.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3900.0,1560.0,1755.0,390.0,390.0,195.0,195.0,1755.0,2340.0,2340.0,2025-08-06,19500.0,31980.0,2025-08-11 01:30:50,浏览制作然后搜索设备经验.
7702,9646,164.0,100,212969.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3280.0,1312.0,1476.0,328.0,328.0,164.0,164.0,1476.0,1968.0,1968.0,2025-08-01,22789.07,33285.07,2025-08-09 03:50:30,
7703,9647,162.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4860.0,1944.0,2187.0,486.0,486.0,243.0,243.0,2187.0,2916.0,2916.0,2025-08-12,24300.0,39852.0,2025-08-04 23:35:11,
7704,9648,147.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5880.0,2352.0,2646.0,588.0,588.0,294.0,294.0,2646.0,3528.0,3528.0,2025-08-03,29400.0,48216.0,2025-08-09 23:28:47,
7705,9649,143.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5720.0,2288.0,2574.0,572.0,572.0,286.0,286.0,2574.0,3432.0,3432.0,2025-08-04,28600.0,46904.0,2025-08-13 01:43:16,
7706,9650,141.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5640.0,2256.0,2538.0,564.0,564.0,282.0,282.0,2538.0,3384.0,3384.0,2025-08-06,28200.0,46248.0,2025-08-14 14:12:56,
7707,9651,140.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4200.0,1680.0,1890.0,420.0,420.0,210.0,210.0,1890.0,2520.0,2520.0,2025-08-06,21000.0,34440.0,2025-08-05 09:45:55,
7708,9652,156.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4680.0,1872.0,2106.0,468.0,468.0,234.0,234.0,2106.0,2808.0,2808.0,2025-08-06,23400.0,38376.0,2025-08-02 07:40:12,网上正在网站决定用户一下.
7709,9654,173.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-12,34600.0,53800.0,2025-08-14 12:13:25,
7710,9656,170.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3400.0,1360.0,1530.0,340.0,340.0,170.0,170.0,1530.0,2040.0,2040.0,2025-08-01,17000.0,27880.0,2025-08-14 11:13:06,
7711,9657,148.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1480.0,592.0,666.0,148.0,148.0,74.0,74.0,666.0,888.0,888.0,2025-08-07,7400.0,12136.0,2025-08-07 13:29:07,
7712,9658,181.0,100,258808.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3620.0,1448.0,1629.0,362.0,362.0,181.0,181.0,1629.0,2172.0,2172.0,2025-08-06,25864.239999999998,37448.24,2025-08-07 05:16:23,因此现在自己成功基本科技不是.
